Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
DQVOWUXKZUVAOF-UHFFFAOYNA-N,CHEMBL1171822,1956,N,4.71,chembl20,642443,9606,EGFR,1260,C1C(C2=CC(=C(C=C2)Cl)Cl)=NN(C(C)=O)C1C3=CC=C(C=C3)C
DQYBRTASHMYDJG-MPIMZMORNA-N,CHEMBL266487,1956,N,4.6,chembl20,887868,9606,EGFR,1260,C1(=C(C2=CNC3=C2C=CC=C3)C(=O)NC1=O)C4=CNC5=C4C=CC=C5
DQYLUXJFGRYNJA-VJSLDGLSNA-N,CHEMBL232082,1956,A,6.77,chembl20,443222,9606,EGFR,1260,C=1N2C(C(=NC=N2)NC=3C=C4C(=CC3)N(N=C4)CC5=CC(=CC=C5)F)=C(C1)CN6CCN(CC6)C
DQZBJDMUMWNFRX-HCKMINDGNA-N,CHEMBL1828883,1956,N,4.48,chembl20,770250,9606,EGFR,1260,C(CC=1C=CC(=CC1)OC)(=O)NS(C=2C=CC(=CC2)Cl)(=O)=O
DRBUBMJZARVZMC-XNNFJPBGNA-N,CHEMBL500640,1956,A,6.85,chembl20,497284,9606,EGFR,1260,C1[C@@H](C[C@@H](C#CC=2SC3=C(C2)N=CN=C3NC=4C=CC(=C(C4)Cl)OCC5=CC=CC(=C5)F)N1)OC(=O)OCC
DRBYRIHQPVZFMW-LKHHGCNMNA-N,CHEMBL2031307,1956,A,9.17,chembl20,818652,9606,EGFR,1260,C(CCN(C)C)(=O)NC=1C=C2C(=C(C=NC2=CC1OCC)C#N)NC=3C=C(C(=CC3)F)Cl
DRCBMJUPXHWGMN-LGLYVHKJNA-N,CHEMBL335718,1956,A,5.89,chembl20,67052,9606,EGFR,1260,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC(O)CCCC)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C
DWHOVKRIZFMOSJ-TWSYTRIPNA-N,CHEMBL2002322,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C2=C(C(C=3C=C(C=C(C3)C(F)(F)F)C(F)(F)F)=CN=C2)C=C1C(=O)N
DWHVZCLBMTZRQM-HNHMDCDKNA-N,CHEMBL259389,1956,N,4.6,chembl20,887868,9606,EGFR,1260,N=1C2=C(N=C3C=CC=CC13)C(=NN2)N
DWKWPKBAUKFSKF-AXGWBBIJNA-N,CHEMBL417478,1956,A,9.8,chembl20,64445,9606,EGFR,1260,N1=C2C(=NC=NC2=CC(=C1NC(C=C)=O)/C=C/CCN3CCOCC3)NC4=CC(Cl)=C(C=C4)F
DWLVUAOJOFAURW-ZEAXPUFNNA-N,CHEMBL1630111,1956,A,8.54,chembl20,695077,9606,EGFR,1260,C1(C2=CC=C(O2)C(NC3=CC=CC=C3N)=O)=CC=C4C(C(=NC=N4)NC5=CC(=C(C=C5)OCC6=CC(=CC=C6)F)Cl)=C1
DWONHRHKVDPIOX-UHFFFAOYNA-N,CHEMBL1098119,1956,A,5.79,chembl20,632804,9606,EGFR,1260,C(CC1=CN(C=2C=CC(OCCC3=CC=C(C=C3)O)=CC21)CCCCCC4=CC=CC=C4)N
DWTNLZZEPSCAIH-CMLSCEPHNA-N,CHEMBL2002992,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C
DWZFIFZYMHNRRV-UHFFFAOYNA-N,CHEMBL80155,1956,A,5.66,chembl20,66741,9606,EGFR,1260,C1(=C(C=C(C=C1OC)C=C(C#N)C#N)O)O
DXHVWHPBMGIYNQ-OKPOJWAQNA-N,44403420,1956,A,8.30103,pubchem,254942,9606,EGFR,1260,ClC=1C=C(NC2=NC=NC=3C2=C(ON4CCC(CC4)C)C=C(OC)C3)C=CC1OCC=5N=CC=CC5
DXKKNABDERUMNX-LNNLXFCONA-N,CHEMBL510155,1956,A,7.35,chembl20,493905,9606,EGFR,1260,C=1(C=CC2=NC=NC(=C2C1)CC3=CC(=C(C=C3)CN(C)C)Br)NC(C=C)=O
DXPKZKIRPDLRJZ-GCOARQBWNA-N,CHEMBL179527,1956,A,6.71,chembl20,312997,9606,EGFR,1260,C1=2C(=C(C#N)C=NC1=CC(=C(C2)NC(/C=C/CN(C)C)=O)OCC)NC3=CC(Cl)=C(C=C3)OCC4=CC(C#N)=CC=C4
DXPNGOASJWHPIW-SWQYCRJUNA-N,CHEMBL2322329,1956,A,8.34,chembl20,940299,9606,EGFR,1260,N(CCN1C2=C(C=C1)N=CN=C2NC=3C=CC(=C(C3)Cl)OC4=CC=CC(=C4)C(F)(F)F)C(CC=CN(C)C)=O
DXPXPVHLPOANFF-UYBDAZJANA-N,CHEMBL63469,1956,A,8.19,chembl20,66586,9606,EGFR,1260,C1=2C(=NC=NC1=CC(=C(C2)N)Cl)NC=3C=C(Br)C=CC3
DXQXEQLCDPJFHI-ZYMSVLFVNA-N,CHEMBL595374,1956,A,5.85,chembl20,605384,9606,EGFR,1260,C1(OCCCN2CCN(CC2)C)=C(C=C3C(=C1)C(NC=4C=CC(C=5SC6=C(C=CC=C6)N5)=CC4C)=NC=N3)OC
DXUCAMWEVMMXHE-VEORKLDJNA-N,CHEMBL185327,1956,N,4.96,chembl20,305999,9606,EGFR,1260,C1=2C(NC=3C=C(NC(=O)C4=CC=CC=C4)C=CC3Cl)=NC=NC1=CC(=C(C2)OC)OC
DXVSCJIPZYEWBG-CSKMVECVNA-N,CHEMBL554,1956,A,9.04,chembl20,774478,9606,EGFR,1260,C=1C=C(OC1C=2C=C3C(=CC2)N=CN=C3NC4=CC=C(C(=C4)Cl)OCC5=CC(=CC=C5)F)CNCC=S(O)(O)=C
DXXKYWAAEKIENQ-HCKMINDGNA-N,CHEMBL1829272,1956,N,4.58,chembl20,770250,9606,EGFR,1260,C(CC=1C=C(C=CC1)Br)(=O)NS(C=2C=CC(=CC2)C)(=O)=O
DXXVAXOWZWEBHE-RMZZTVFZNA-N,CHEMBL469354,1956,A,8.0,chembl20,501564,9606,EGFR,1260,N1=C(SC=2C(=NC=NC12)NC3=CC(=CC=C3)Br)NC=4C=CC(=CC4)S(=O)(=O)N
DUCBKFANLUPMGX-LELJVTLKNA-N,44416407,1956,A,7.29243,pubchem,271124,9606,EGFR,1260,ClC=1C=C(NC2=NC=NC=3C2=CC(OCCCN4CCOCC4)=C(OC)C3)C(F)=CC1
DUDXBCAIXIMAKI-QWOVJGMINA-N,CHEMBL110945,1956,A,5.04,chembl20,753968,9606,EGFR,1260,C1=2C(=C(C#N)C=NC1=CC(=C(C2)OC)OC)NC3=CC(Cl)=C(C=C3)O
DUIPPPAQSCDKSG-BZUAKYMDNA-N,44428887,1956,A,6.54775,pubchem,295762,9606,EGFR,1260,FCC(OC=1C(=O)C=C(NC2=NC=NC=3C2=CC(NC(=O)CC=CN(C)C)=C(OCC)C3)C(=O)C1)CF
DUIZJPXGWVTDHB-UHFFFAOYNA-N,CHEMBL3237938,1956,N,4.74,chembl20,1338416,9606,EGFR,1260,N1(C(C(C(C2C(CCC=C12)=O)C=3C(=NN(C3Cl)C=4C=CC=CC4)C)C#N)=N)C5=CN=CC=C5
DUPSNQFPAJUAKA-ZHLVXTBQNA-N,CHEMBL1242847,1956,A,5.37,chembl20,654933,9606,EGFR,1260,N=1C=NC2=C(C1N)C(=NN2C(C)C)C=3C=CC(=CC3)OC
DUQADSPERJRQBW-UHFFFAOYNA-N,CHEMBL77387,1956,N,3.82,chembl20,66741,9606,EGFR,1260,N(C1=C(C=C(C=C(C#N)C#N)C=C1)O)(=O)=O
DUQGHTXMYYQABR-UGIKMNFPNA-N,CHEMBL1241586,1956,A,6.03,chembl20,654933,9606,EGFR,1260,N=1C=NC=2N(C(C)C)N=C(C3=CC=C4C(=C3)N=C(N4)O)C2C1N
DURYAAKIQVDWGP-TWSYTRIPNA-N,CHEMBL2325108,1956,A,6.68,chembl20,938532,9606,EGFR,1260,C=1C(=C(C=C(C1)C=2CC(N(N2)C(N)=S)C3=C4C(=CC=C3)C=CC=C4)Cl)Cl
DUTFDUUUIFMAED-LQFNOIFHNA-N,CHEMBL446182,1956,A,5.6,chembl20,333595,9606,EGFR,1260,N1C(C(C2=CNC=3C2=CC(=CC3)OC)=C(C4=CC(OC)=C(OC)C(OC)=C4)C1=O)=O
DUTSCQNDOIPCHD-VJSLDGLSNA-N,16719847,1956,A,5.65758,pubchem,288400,9606,EGFR,1260,ClCCN(CC=NNNC=1C=C2C(N=CN=C2NC3=CC(Cl)=CC=C3)=CC1)C4=CC=C(Cl)C=C4
DTTGVLOBAUUKMP-QKHZAEAFNA-N,CHEMBL77397,1956,A,5.6,chembl20,66717,9606,EGFR,1260,C1(=C(C=CC(/C=C(/N(=O)=O)\C)=C1)OS(C=2C=CC(=CC2)C(O)=O)(=O)=O)OC
DTUCHVRTWHBOKV-PKSOQXRJNA-N,CHEMBL2333998,1956,A,6.6,chembl20,1329567,9606,EGFR,1260,O(C)C=1C=C2C(=NC=NC2=CC1OC)NC=3C=C(C=CC3)C#N
DTUMIKLOEHJGJT-DZQCGVKKNA-N,CHEMBL1241675,1956,N,4.92,chembl20,654933,9606,EGFR,1260,N1=CN=C2N(C3CCCC3)N=C(C=4C=CN5C(C4)=NC=C5)C2=C1N
DTYRZJIJCBDMSC-JKGPDJLNNA-N,71659508,1956,A,5.82391,pubchem,749394,9606,EGFR,1260,ClC1=C(OCC2=CC(F)=CC=C2)C=CC(NC(=O)C=3C(N)=CC(OCC)=C(NC(=O)CC=CN(C)C)C3)=C1
DSMTTZLNZMHMFT-IZIDUSBANA-N,CHEMBL144402,1956,A,5.15,chembl20,78749,9606,EGFR,1260,C(\C(=O)NCCCN1CCN(CC1)CCCNC(/C(=C/C2=CC(O)=C(C=C2)O)/C#N)=O)(=C/C=3C=C(O)C(=CC3)O)/C#N
DSPJVVIDMZGAPA-MPIMZMORNA-N,CHEMBL2333997,1956,A,5.14,chembl20,942124,9606,EGFR,1260,O(C)C=1C=C2C(=NC=NC2=CC1OC)NC=3C4=C(C(=CC3)O)N=CC=C4
DSRKEHXDGGXWSO-BCQCTKPUNA-N,CHEMBL3233790,1956,A,7.46,chembl20,1335368,9606,EGFR,1260,N=1C2=C(C(=NC1)NC=3C=C(C(=CC3)F)Cl)C=C(S2)NC(/C=C/CN4CCN(CC4)CC)=O
DSVCZCZPPGAJJN-LBOYIXSDNA-N,70684611,1956,A,6.10237,pubchem,678508,9606,EGFR,1260,ClC1=CC(NC2=NC=NC=3C2=CC(NCC4=CC=5OCCOC5C=C4)=CC3)=CC=C1
DSVDKYADAKKORA-PJQSKVNONA-N,CHEMBL2048791,1956,A,6.02,chembl20,827250,9606,EGFR,1260,N1C(CC=2C=C(C=CC12)OC=3C(=CC(=CC3)NC4=C5C(=NC=N4)C=CN5CCO)Cl)=O
DWCZEZXJZXJTHE-NSJMMFDCNA-N,CHEMBL593292,1956,A,6.17,chembl20,605384,9606,EGFR,1260,C1(OCCCN2CCN(CC2)C)=C(C=C3C(=C1)C(NC=4C=CC(C=5SC6=C(C=CC=C6)N5)=CC4)=NC=N3)OC
DWDLOICLQKBFST-WYUMXYHSNA-N,CHEMBL1945448,1956,A,7.05,chembl20,801719,9606,EGFR,1260,O=S(NC(=O)C=1C=NC=C(C1)Br)(C2=CC=C(C=C2)Cl)=O
FASPJDRKOSUHHS-PECIQRARNA-N,CHEMBL1242853,1956,A,6.41,chembl20,654933,9606,EGFR,1260,N1=CN=C2N(N=C(C2=C1N)C3=CC4=C(N(C=C4)C(OC(C)(C)C)=O)C=C3)C5CCCC5
FAWGCSGOLCHXBH-ZHLVXTBQNA-N,CHEMBL1242024,1956,A,6.02,chembl20,654933,9606,EGFR,1260,N=1C=NC2=C(C1N)C(C3=C(C=C(C=C3)O)C)=NN2C(C)C
FAYAUAZLLLJJGH-JQZNWPJSNA-N,CHEMBL482767,1956,A,5.7,chembl20,809214,9606,EGFR,1260,N1=CN=C(C=2SC=CC21)NCCC=3SC(=NC3)NC(NC4=CC(=CC=C4)Cl)=O
FAZUHUXMTHLPAZ-DVIAZDKANA-N,CHEMBL379047,1956,A,6.81,chembl20,363124,9606,EGFR,1260,C=1(C=CC2=NC=NC(=C2C1)NC=3C=C(C=CC3)Br)NC(N(CCCl)C)=O
DZQLVVLATXPWBK-WYUMXYHSNA-N,CHEMBL406375,1956,N,4.6,chembl20,887868,9606,EGFR,1260,N1N=C2C(=C1C=3C=CC=CC3)OC=4C2=CC=CC4
DZSUJUOJJJCWGG-ZFCLZRCMNA-N,CHEMBL196363,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C1=CC(=CC=C1NC(=O)NC=2C=CC=C(C2)C)C=3C=4C(SC3)=NC=NC4N
DZUFTTMDQLYMBE-PDZAKOSTNA-N,CHEMBL1688860,1956,A,5.31,chembl20,734983,9606,EGFR,1260,C=1N=C2NC(CCC2=C(OC3=CC=C4CC[C@H](CC4=C3)NC(C5=CC(=CC(=C5)CN(C)C)C(F)(F)F)=O)C1)=O
DZUKQELTOOTLPR-BDGWVKIONA-N,CHEMBL93734,1956,A,7.55,chembl20,66586,9606,EGFR,1260,C=1(N(=O)=O)C(=CC=2C(C1)=C(N=CN2)NC3=CC(Br)=CC=C3)NC(=O)C
DZYCKIBGBIIICK-MLHGPMPWNA-N,CHEMBL3234745,1956,A,6.89,chembl20,1338377,9606,EGFR,1260,C1(=C(C=C(C=C1)NC(C=2C=CC(=C(C2)NC(C3=CN=C(N=C3)NCC)=O)C)=O)C(F)(F)F)CN4CCN(CC4)C
FABVJIGVWJJGLJ-VJSLDGLSNA-N,CHEMBL460732,1956,A,7.03,chembl20,67057,9606,EGFR,1260,C=1(C=C2C(=NC=NC2=CC1)NC3=CC=C(C=C3)S(C4=CC=CC=C4)(=O)=O)OCCCCNCC=S(=C)(O)O
FAEABHLBQFONPS-SBPSZAETNA-N,44388494,1956,A,6.59346,pubchem,248903,9606,EGFR,1260,ClC=1C=C(NC=2C=3C(N=CC2C#N)=CC(OCC)=C(NC(=O)/C=C/C=4N=CN(C4)C)C3)C=CC1OCC5=CC=CC=C5
FAFIJKWOYIPTEN-PKRZOPRNNA-N,CHEMBL372293,1956,A,6.7,chembl20,321412,9606,EGFR,1260,C=1(C(=C2C(=NC=NN2C1)NC3=CC=4C=NN(C4C=C3)CC5=CC=CC=C5)CC)C(N(C)C)=O
FAGJCAQBJKSOOS-XBTAAFKLNA-N,CHEMBL297968,1956,A,8.8,chembl20,66576,9606,EGFR,1260,C=1(C2=C(C=C(NC(C=C)=O)C=C2)N=CN1)NC3=CC(C)=CC=C3
FAIHBCXQSBIRIL-UCMAGDEDNA-N,CHEMBL1958401,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C=1C(=NC(=NC1O)NC2CCCCC2)C=3C=CN=CC3
FBSRQIPWINDALQ-UDFIBAKQNA-N,CHEMBL294475,1956,A,9.09,chembl20,63759,9606,EGFR,1260,C=12C(=NC=NC1C=NC(=N2)NCCN3CCOCC3)NC4=CC(Br)=CC=C4
FBTLWPVPMRFARV-CATZCVBWNA-N,CHEMBL81480,1956,A,5.54,chembl20,64454,9606,EGFR,1260,C1(=C(C2=CC=C(C=C2N1)C)CCC(=O)O)SSC3=C(C4=CC=C(C=C4N3)C)CCC(=O)O
FBVWVWOOWQTPBH-ZYMSVLFVNA-N,72206526,1956,A,5.96257,pubchem,761603,9606,EGFR,1260,ClC=1C(OC2=CC=C(COC3=NON(=O)=C3S(=O)(=O)C4=CC=CC=C4)C=C2)=NC(NC5=C(OC)C=C(N6CCN(CC6)C)C=C5)=NC1
FBWWNLBZZFVRQY-JJFURXLTNA-N,CHEMBL1980142,1956,A,5.7,chembl20,809214,9606,EGFR,1260,FC(F)(F)C1=C2N=CC=C(NC(=O)NC3=NC(C(F)(F)F)=CC=C3)C2=CC=C1
FBZYWIMLLHPUPX-VJSLDGLSNA-N,CHEMBL1087759,1956,A,5.6,chembl20,616541,9606,EGFR,1260,C1(=CC(=CC=C1)C)C(=NN2C(=C3C(=C(N=N3)C4=CC=C(C=C4)Cl)N=C2CCCCC)O)O
FCAVKAMZQCESHE-VEORKLDJNA-N,72190113,1956,A,7.72125,pubchem,771345,9606,EGFR,1260,BrC=1C=C(NC2=NC=NC=3C2=CC(NC(=O)CCOC4=CC=CC=C4)=CC3)C=CC1
FCGLNNGWOXPGOR-CYRNJINJNA-N,CHEMBL572030,1956,A,6.74,chembl20,600206,9606,EGFR,1260,C1(=CC=C2C(=C1)C(=NC=N2)NC3=CC=CC(Cl)=C3)/N=N/N(C(OC=C)=O)CCN(C)C
FDVSOQRNTAPCHB-QDIHOGQBNA-N,CHEMBL1997617,1956,A,7.5,chembl20,809214,9606,EGFR,1260,O(C1=CC=C(C=2C=3C(N(C2)C4CCC(N5CCN(CC5)C)CC4)=NC=NC3N)C=C1)C6=CC=CC=C6
FCQHLBNBKHUZIB-UYBDAZJANA-N,CHEMBL2333989,1956,A,5.57,chembl20,1329567,9606,EGFR,1260,O(C)C=1C=C2C(=NC=NC2=CC1OC)NC3=CC=C(C=C3)N
FCUQJIQLHXSQHY-LNNLXFCONA-N,CHEMBL320705,1956,A,7.18,chembl20,66588,9606,EGFR,1260,N1(C=2N=C(NC=3C(OC)=CC=CC3)N=CC2C=C(C1=O)C=4C(Cl)=CC=CC4Cl)C
FCWBHVZCSYIWHX-UHFFFAOYNA-N,CHEMBL1492110,1956,N,4.55,chembl20,688297,9606,EGFR,1260,O=C1C2=C(C(=O)C=3C1=CC=CC3)C=CC=C2N(C)C
FDBDZTQUOIKCIZ-HXTKINSTNA-N,CHEMBL56912,1956,A,8.1,chembl20,63768,9606,EGFR,1260,C1=2C(=NC=NC1=CC(=C(C2)OCCNCCOC)OC)NC3=CC(Cl)=C(C=C3)F
FDBPGAHVEGEARY-MPIMZMORNA-N,CHEMBL1986970,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O=C(N(CCOC)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4
FDEKMPDQEHGRKB-MJHPXVFFNA-N,CHEMBL2029431,1956,A,8.06,chembl20,819567,9606,EGFR,1260,N1=C(N=C2C(=C1)CN(C(N2C=3C=CC=C(NC(C=C)=O)C3)=O)C)NC=4C=CC(=CC4OC(C)C)N5CCN(CC5)C
FDFVLFGLUAPMGB-MCIHIHGNNA-N,5328781,1956,A,5.29243,pubchem,162571,9606,EGFR,1260,O=C(NC1=C(C=CC=C1C)C)/C(=C/C2=CC(O)=C(O)C=C2)/C#N
FDHOXGIXMNBPSE-ZFAKBIADNA-N,CHEMBL420885,1956,A,6.57,chembl20,66565,9606,EGFR,1260,C1=2C(=NC=NC1=NNC2C=3C=CC(NC(OC(C)(C)C)=O)=CC3)NC=4C=C(Cl)C=CC4
FDIMPGSLAVLRLE-LELJVTLKNA-N,CHEMBL474341,1956,A,8.43,chembl20,493905,9606,EGFR,1260,N=1C=NC(NC2=CC=CC(Br)=C2)=C3C=C4C(=CC13)N(N=C4)CCC(N5CCOCC5)=O
DYSRECIVMDGUQU-PKSOQXRJNA-N,CHEMBL1682553,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C=1(C=CC2=C(C1)C=NN2)C=3N=C4N(C3NC(C)C)C=CC=N4
DYVPNYHYZSMFSR-ZFJUVRDGNA-N,CHEMBL105436,1956,A,6.52,chembl20,64440,9606,EGFR,1260,N=1C(=C2C(C=3C=CC=C(OC)C3)=CN(C2=NC1)C4=CC=C(C=C4)CCN(CCO)C)N
DYYZXRCFCVDSKD-LBOYIXSDNA-N,CHEMBL30432,1956,A,9.0,chembl20,63591,9606,EGFR,1260,CN(C)C1=CC2=C(NC=3C=CC=4N(CC5=CC=CC=C5)N=CC4C3)N=CN=C2C=N1
DZCWNAMURCVSNJ-HEBYQKOSNA-N,CHEMBL1975256,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C(C=2N(N=NC2C(=O)NN=CC=3SC=CC3)C4=NON=C4N)=CC=C1
DZDBQPDXTQKHAR-UHFFFAOYNA-N,CHEMBL423159,1956,N,4.68,chembl20,63602,9606,EGFR,1260,C=1(C(=O)OC)C(=CC=C(NCC=2C=C(O)C=CC2)C1)O
DZDCQTBAAQYSND-KRHWPJHJNA-N,CHEMBL134371,1956,A,9.43,chembl20,66727,9606,EGFR,1260,C=1(C=2C(=CC=C(NC(/C=C/C(=O)O)=O)C2)N=CN1)NC3=CC(Br)=CC=C3
DZDYJTGGGDWVDJ-NJOQVYJNNA-N,CHEMBL1914671,1956,A,7.48,chembl20,786919,9606,EGFR,1260,C=1N=C(C=2C=C(NC2N1)C3=CC=CC=C3)N[C@@H](C4=CC=C(C=C4)F)C
DZGFZWXTFNJNOJ-UHFFFAOYNA-N,10020830,1956,A,7.1549,pubchem,69426,9606,EGFR,1260,O(C(=O)C=1C=C(NCC2=C(O)C=CC(O)=C2)C=CC1O)C3=CC=CC=C3
DZHNCCIJYHCPHD-OLOYEGPONA-N,44442749,1956,N,,pubchem,309618,9606,EGFR,1260,O(C=1C=C([C@H]2[C@H](NC=3C=4C(N=CC3C#N)=CC(OC)=C(OC)C4)C2)C=CC1OCC5=CC=CC=C5)C
DZIPQNPWTUXXSJ-YHSKDTNENA-N,CHEMBL1999556,1956,A,5.7,chembl20,809214,9606,EGFR,1260,S1C2=C(C(C=3C=CC=CC3)=CN=C2)C=C1C(=O)N
FETFZHLVPOJEBR-MPIMZMORNA-N,CHEMBL279481,1956,N,4.54,chembl20,66899,9606,EGFR,1260,C=12C3=C(C=4C=CC=C(C4N3)O)C5=C(C1C=6C=CC=C(C6N2)O)C(NC5=O)=O
FEVFMRJZRHSJMU-XBTAAFKLNA-N,44564360,1956,A,9.11014,pubchem,345876,9606,EGFR,1260,ClC=1C=C(NC2=NC=NC=3C2C(=NC3)NC(=O)C=C)C=CC1F
FEXHYNFJKRBADX-PXPUHDKANA-N,CHEMBL516022,1956,A,9.32,chembl20,493905,9606,EGFR,1260,N(C=1C=2C(N=CNC2NC3=CC(C=CC3)=C)=CN1)C(=O)C=C
FFEHZWWAKZFKGK-UHFFFAOYNA-N,CHEMBL2437293,1956,A,5.33,chembl20,987637,9606,EGFR,1260,N1(C(=CSC1=N)C2=CC=CC=C2)CC(N3CCN(CC3)C4=CC=CC=C4)=O
FFFPNQJGIVIKKA-WYUMXYHSNA-N,CHEMBL2006580,1956,A,6.5,chembl20,809214,9606,EGFR,1260,ClC=1C2=C(SC1)N=CN=C2NC=3C=CC(O)=CC3
FFGUSRSMWFYKGK-SKKVRFOWNA-N,CHEMBL2348865,1956,A,5.6,chembl20,950084,9606,EGFR,1260,C1(=CC=C(C=C1)C2=CN=C3C(=N2)N(C(=N3)O)CCC4CCOCC4)C=5NN=CN5
FFHSFKHBUUUYTG-HPHMPNDVNA-N,CHEMBL1169856,1956,A,5.28,chembl20,642443,9606,EGFR,1260,C1C(C2=CC(=C(C=C2)C)C)=NN(C(N)=S)C1C3=CC=CC=C3F
DYAPCMBXNXESMW-FBCPARKVNA-N,CHEMBL432903,1956,A,6.7,chembl20,66714,9606,EGFR,1260,C/1(\C=2C(=NC=NC2NC=3C=C(Cl)C(=CC3)F)NC1=O)=C/C=4NC(C)=C(C4C)C(=O)NCCN(CC)CC
DYDMWYLYCCZQQQ-UHFFFAOYNA-N,CHEMBL1944928,1956,N,4.12,chembl20,800208,9606,EGFR,1260,C1(CC(C2=C(O1)C=3C=CC(=CC3N(C2=O)C)OC)=O)=O
DYEJYFAQYRMVFS-HVXXBKQBNA-N,CHEMBL1242028,1956,A,5.16,chembl20,654933,9606,EGFR,1260,N=1C=NC=2N(C(C)C)N=C(C3=CC(=C(C=C3F)O)F)C2C1N
DYEVORTZJPUZJF-PJQSKVNONA-N,11340298,1956,A,6.60206,pubchem,242479,9606,EGFR,1260,BrC=1C=C(NC2=NC=NC3=CC(N4CCN(CC4)C)=C(NC(=O)C=C)C=C32)C=CC1
DYLDTESCOKKPMG-YJSVARMVNA-N,CHEMBL2437486,1956,A,6.94,chembl20,987016,9606,EGFR,1260,C=1C=CC=CC1NC2=NC3=C(C=N2)N=CC(N3C=4C=CC=C(C4)NC(CC=CN(C)C)=O)=O
DYLSKSBUIKKXHI-KTSXDLBNNA-N,CHEMBL445572,1956,A,7.05,chembl20,396273,9606,EGFR,1260,C(N(CC=S(O)(=C)O)CC1=CC=CC=C1)C2=CC=C(C=3C=C4C(N=CN=C4NC5=CC=C(OCC6=CC(=CC=C6)F)C(Cl)=C5)=CC3)O2
DYNSRIYCGYNKBV-UHFFFAOYNA-N,CHEMBL589120,1956,N,4.83,chembl20,611747,9606,EGFR,1260,N(C(=O)C1=CC=C(C=C1)N(CCCl)CCCl)(C2=CC=CC=C2)C
DYODBQSUUIBESA-BNKWAMQHNA-N,CHEMBL165788,1956,A,8.96,chembl20,66725,9606,EGFR,1260,C=1(C=2C(=CN=C(C2)NC)N=CN1)NC3=CC(C(F)(F)F)=CC=C3
FFODKADEKHPVKK-GPQMBLKYNA-N,CHEMBL93284,1956,A,6.27,chembl20,66586,9606,EGFR,1260,N(C1=CC=2N=CN=C(C2C=C1)NC=3C=C(I)C=CC3)(=O)=O
FFQQZBOORWKWDZ-HXTKINSTNA-N,CHEMBL1965589,1956,A,5.7,chembl20,809214,9606,EGFR,1260,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCC5(O)CC5)C=CN=C3C)=CC=C(F)C1
DZLMUJLCCUJDSO-SLSKDPHBNA-N,CHEMBL482715,1956,N,3.91,chembl20,632393,9606,EGFR,1260,N=1C(=NC=2NC(=CC2C1NC3=CC(=C(C=C3)F)C(F)(F)F)CCC4=CC=CC=C4)N
GHAZVJQMLWOQLP-PDJAEHLQNA-N,CHEMBL1976455,1956,A,5.7,chembl20,809214,9606,EGFR,1260,FC(F)(F)C1=CC=2C(=NC=CC2NC(=O)NC=3N=CC=NC3)C=C1
GHMRUNOHAHJNNA-UYBDAZJANA-N,CHEMBL1994241,1956,A,5.7,chembl20,809214,9606,EGFR,1260,BrC=1C(C=C(C=2NC3=C(N2)C=CC=C3)C#N)=CC(OC)=C(O)C1
GHPFQRTVUDXWCC-LELJVTLKNA-N,CHEMBL2000271,1956,A,5.7,chembl20,809214,9606,EGFR,1260,O(C1=CC(C=2C=C3C(NN=C3C)=CC2)=CN=C1)CC(CC4=CC=CC=C4)CN
GHPFSYCYZJKVDZ-PWIKPTQSNA-N,CHEMBL223367,1956,A,5.7,chembl20,809214,9606,EGFR,1260,C1CCOC=2N=C(NC(NC=3C=C(C(=CC3OCC1)CCCO)Cl)=O)C=NC2C#N
GHQGQYAVVLRDHS-UHFFFAOYNA-N,10040646,1956,A,5.52288,pubchem,69426,9606,EGFR,1260,OC1=C(C=C(NCC2=C(O)C=CC(O)=C2)C=C1)CC(OC)=O
GHQPLJWMCNPRIH-WUSLAWIHNA-N,CHEMBL202421,1956,A,7.77,chembl20,334483,9606,EGFR,1260,C=1(NC(C#CCN(CCCC)CCCC)=O)C=C2C(=NC=NC2=CN1)NC=3C=C(Cl)C(F)=CC3
GHRNBCMJJKMYNR-WEFFJWEDNA-N,CHEMBL246356,1956,N,4.6,chembl20,455061,9606,EGFR,1260,C=1(C=CC=C(C1)OC(C(F)F)(F)F)C(=O)NC=2C=C(OC=3N=CC=CC3C=4N=C(NC)N=CN4)C(=CC2)C
